Curah Hujan,Suhu,Debit
19.27027,27,82.02024
40.09186,27,118.2295
22.97899,27,90.45525
8.763804,26,90.86634
6.899808,26,75.29573
1.922415,26,70.62747
21.60906,25.5,67.35526
18.05258,26,80.54451
7.073133,26.5,44.26387
3.285307,28,63.25647
8.614862,26,80.42951
0.557549,27,27.30687
0.159632,26.5,44.01687
0.706634,26.5,30.1888
0,26.5,30.0048
0,26.5,52.1678
16.24921,26.5,70.25047
14.36242,25.5,78.62154
10.00262,26,52.0628
2.498201,26,63.25647
2.517073,26,70.40147
6.738419,26,54.22119
34.48626,26,65.48129
6.194361,26.5,90.79534
8.697399,26.5,90.61134
14.53546,26.5,56.09362
2.337448,26.5,51.9778
8.425562,27,70.20847
1.254978,27,80.19351
2.466293,27,33.66411
0.673026,26.5,33.49011
7.352024,26.5,110.7164
7.716763,26,62.44729
1.466151,26,43.95487
8.481606,26.5,40.26856
0.194438,26.5,30.4348
0.208837,26.5,30.5718
1.177906,26,27.85942
0,27,27.14042
0,27,27.5178
0,26.5,22.12668
0,26.5,21.80768
0,26,67.63447
0.265522,26,27.4768
0,26,20.52239
0,25.5,19.03284
0,25.5,18.098
0,26.5,18.098
0,26.5,18.098
0,26.5,17.271
0,26.5,17.195
0,26,1.339
0,26.5,13.029
0,26.5,12.857
1.310746,26.5,20.33068
2.143968,26.5,17.27084
7.390636,26.5,88.77434
21.20206,26,124.2381
23.36947,26,58.79716
6.194455,26,16.323
4.404467,26,28.3198
0.634887,25.5,25.32842
0.186991,25.5,19.74568
0,26.5,17.82868
3.039038,26.5,20.44042
11.54394,26,45.4228
13.27057,26.5,45.2148
7.107257,22.5,28.68111
0.205413,25.5,20.68042
0.265522,26,21.80068
1.752969,25,21.77868
3.758567,24.5,24.36042
9.957759,24.5,21.70968
0.218321,25.5,57.76116
0.756624,25.5,29.58711
0.321871,25,26.46488
0,25,20.61042
0,25,23.1988
0,25,18.00068
0,25.5,18.00068
6.619747,26,87.69034
12.83342,25.5,53.37762
0.176068,25.5,29.0938
2.809482,25.5,67.94947
5.110896,25.5,27.7018
3.567509,25.5,54.30062
13.34215,26.5,68.17347
6.391148,26,42.02387
0,26,22.79068
0,26.5,17.08784
2.764534,26.5,16.126
12.96906,25,16.33
1.42847,25,14.122
3.157367,25.5,14.261
0,25,12.333
0,25,12.431
0,25,12.431
1.708795,25,12.294
2.402531,25,12.085
11.08141,25,14.431
8.532312,25,17.62439
4.353046,24.5,17.61539
3.502351,24.5,17.48539
2.228772,24.5,17.32339
6.748911,25,14.75739
6.372411,25,14.73039
6.904673,25,14.53239
5.041215,25,24.40239
3.521292,25,12.971
0.979732,25,12.971
3.988315,25,10.32084
4.365987,25,10.27284
3.717757,25,9.427
1.352483,24.5,9.306
0,24.5,9.342
0,24.5,9.222
2.068504,24.5,9.306
0,24.5,9.222
0,24.5,8.337
0.716021,24.5,9.306
0,24.5,9.306
0,24.5,8.28
0.239447,19.5,6.486684
0.159632,24.5,6.486684
0.27701,20,6.486684
0.788451,19.5,6.486684
1.306983,19.5,6.486684
0,19.5,7.228
0,19.5,7.228
0,19.5,7.083
0,19.5,7.132
0,25,7.102
0.399079,25,6.707
0,25,6.2
0,25,6.266
0,24.5,5.992
0.319263,24.5,5.842
0.273427,24.5,5.749
0,24.5,5.257
0,25,5.481
0,24.5,5.257
0,24.5,4.797
0,24.5,4.948
0,24.5,5.094
0,24.5,6.097
0,24.5,5.519
0,24.5,5.464
0,25.5,4.919
0,25.5,3.677
0,25.5,4.613
0,25.5,4.568
0,25.5,4.568
0,25.5,3.745
0,24.5,4.548
0,24.5,4.587
0,24.5,4.512
0,24.5,4.504
0,24.5,4.587
0,25,4.509
0,25,4.504
0,24.5,3.844
0,24.5,4.406
0,25,3.882
0,24.5,3.882
0,24.5,3.493
0,24.5,3.729
0,24.5,3.701
0,24.5,3.444
0,24.5,3.197
0,24.5,3.353
0,24.5,2.628
0,24.5,2.649
0,24.5,2.474
0,24.5,2.527
2.648797,24.5,2.527
13.152,24.5,4.123
15.56869,25,5.295
4.114967,25,6.992
1.502629,25,6.305
4.901006,26,6.388
0.463789,26,6.129
0,26.5,7.391
0.788451,26.5,5.774
0,26.7,5.62
1.310097,25.45,5.167
2.835311,26.55,5.589
12.71806,27.6,68.17651
23.04356,27.35,35.33087
5.715155,27.15,42.8198
17.00552,26.85,21.6208
5.800403,27.6,16.92968
1.854461,27.6,10.443
17.49175,27.6,14.01823
4.772147,28.05,9.766
1.12171,27.4,7.493
0,26.8,6.819
1.713096,27.25,5.329
0.357534,28.2,7.320836
2.3053,27.35,7.281836
4.882329,27.8,8.803389
2.407687,27.4,7.493
0,26.8,6.471
0,27.45,5.299
0.410825,27.35,5.035
4.141568,27.6,98.5664
46.88042,27.95,99.74997
29.99082,28.2,109.3474
39.89447,28.3,86.02734
4.296676,28.55,31.46811
2.62051,28.3,20.12868
0,28.55,15.38539
0,28.4,11.60284
0,28.15,10.792
0,28.1,8.852
5.363009,26.5,9.389
7.712824,26.5,35.01887
16.41787,26.5,35.06287
16.0871,26.5,104.7174
16.09294,26.5,35.71287
6.497667,26.5,28.54511
7.162622,26.5,72.15351
3.179749,26.5,62.09147
4.477513,26.5,51.86316
2.370114,26.5,82.84434
9.803086,26.5,94.00343
12.41509,26.5,83.12334
28.92526,26.5,60.02547
2.116125,26,50.82516
14.03402,26,80.74634
16.79004,26,91.90343
8.522832,26,80.92634
6.407012,26,70.22751
16.15931,26,82.84434
6.953106,26,50.95316
20.60494,26,103.6034
39.23934,26,116.6131
18.24153,26,61.07447
12.29283,26,72.74798
35.24033,26,120.3481
35.26927,26,97.35129
33.98298,26,116.9081
40.22683,26,125.7676
16.64945,26,96.30343
0.755323,26,75.52351
3.47303,27,46.8678
0.859583,27,75.33651
14.16885,27,40.02387
7.314151,27,41.82287
5.841775,27,63.34247
34.34077,27,88.86634
4.974514,27,41.64787
1.06577,27,38.33656
8.559763,27,57.40454
38.66122,27,114.4894
21.09904,27,129.6241
19.00656,27,129.5521
33.99408,27,129.6501
21.46283,27,74.07547
13.01705,27,94.57534
16.2551,27,77.78965
30.54247,27,108.8753
32.06865,27,96.48341
22.4488,27,125.6901
11.93938,27,62.23309
17.35543,27,78.5531
10.18546,27,94.65134
2.267142,27,94.57934
6.39287,27,91.67834
6.012105,27,105.7974
6.423394,27,64.53016
17.00044,27,64.61416
1.962334,27,55.9578
21.16464,27,73.94547
14.75824,27,90.15153
14.23471,27,95.077
18.15886,25,106.963
9.040617,26,95.033
7.197128,26,100.967
11.18432,26,118.868
33.22074,26,107.3641
23.32779,27,86.80915
37.44333,27,106.325
3.006992,27,89.524
0.908875,26,46.38289
19.37265,27,106.12
6.852885,26,94.737
15.14657,27,76.82457
24.14818,26,95.913
6.806139,26,113.374
27.50758,26,132.015
19.89104,26,80.5592
37.87799,26,122.0073
33.49718,26,114.9117
22.88303,26,106.2261
17.26449,27,57.09315
19.84091,27,86.68264
26.22479,26,99.31083
29.46332,26,103.2039
25.81473,26,101.3117
26.64726,26,115.308
28.12772,27,102.438
11.35433,27,67.68032
3.708015,27,115.066
12.11588,27,89.835
14.82909,27,64.604
31.65111,26,98.55592
38.05489,26.5,94.8364
9.20692,26.5,101.909
10.07134,26,72.98195
9.835963,27,113.674
0.899843,26.5,90.893
2.167636,26,114.693
10.63602,26.5,54.99564
10.26068,27,43.55962
13.01863,27,63.49074
0.636792,26.5,107.614
21.31285,26,84.48181
30.03553,26,86.57193
6.738271,25.5,127.745
1.250489,26.5,115.377
12.02495,26,98.35
8.456869,26,116.571
11.78718,25.5,114.347
1.174587,25.5,127.24
4.543147,25.5,104.534
3.71266,26.5,91.171
7.670862,26.5,83.188
6.031197,26.5,83.614
10.74003,26,76.95822
12.98502,26,83.374
0,26.5,80.789
0,26.5,73.02
0,26.5,63.365
5.864262,26.5,63.477
5.737219,26,66.124
6.048276,26,68.496
4.294748,26.5,63.647
26.53515,26.5,54.97
2.577087,26.5,58.242
2.624078,26.5,57.107
3.869519,26.5,53.222
0.475775,27,63.261
0,27,63.789
2.631254,27,85.842
4.892364,26.5,61.927
7.916147,26.5,98.298
26.18135,26,93.48081
0,27,59.014
0,26.5,73.317
3.398178,26.5,73.574
0.347517,26.5,100.148
3.929377,25.5,31.33791
0,26,59.265
0,27,47.364
0.012144,27,78.176
19.8836,26,74.664
0,26.5,43.078
8.281172,26.5,61.527
2.760407,26.5,46.784
0.560855,26,43.27
0,26,33.312
0,26,33.174
11.01777,25.5,35.161
2.283605,27.5,97.045
1.659249,27.5,47.121
1.770765,27,68.565
34.46983,27,70.776
12.64078,27,50.045
9.158344,26,62.632
8.302619,26,118.392
1.534356,26,36.212
12.13091,25.5,38.294
13.40741,26,32.484
2.605162,26.5,31.969
2.850282,28,24.73094
5.762858,26,36.189
0.605967,27,27.64
0,26.5,19.377
1.988946,26.5,54.237
1.278956,26.5,41.832
2.559513,26.5,48.309
21.53531,26.5,61.682
11.48759,25.5,47.458
5.698346,26,48.886
0.189658,26,26.797
1.956218,26,19.919
12.45991,26,17.815
18.95149,26,14.905
5.251677,26.5,14.905
7.239176,26.5,15.024
2.873739,26.5,21.447
0.661317,26.5,16.36
0.366073,27,14.945
0.26964,27,14.402
0,27,14.907
0,26.5,14.41
1.971127,26.5,14.389
0.104418,26,13.241
0,26,13.727
0,26.5,13.855
0,26.5,14.234
0,26.5,13.45
0,26,12.322
2.088619,27,13.395
1.911892,27,12.85
0,26.5,12.579
0.048444,26.5,12.55
0.545674,26,12.317
1.973162,26,12.704
1.692852,26,13.203
2.023463,25.5,12.532
1.997671,25.5,13.112
0.707701,26.5,13.602
0,26.5,13.124
1.4297,26.5,15.928
0.956262,26.5,30.437
8.305032,26,37.918
6.05965,26.5,62.648
22.07203,26.5,58.329
9.680372,26.5,44.333
0,26.5,43.29
0,26.5,30.042
0,26,23.662
0,26,19.046
0,26,17.279
0,26,14.905
0,25.5,14.473
0,25.5,14.252
11.16666,26.5,14.244
0,26.5,12.846
0,26,13.799
0,26.5,13.084
0.037932,22.5,12.42
0,25.5,12.069
0,26,11.537
0,25,11.942
0,24.5,11.327
0,24.5,10.547
0,25.5,10.79
0,25.5,10.512
0,25,10.721
0,25,10.29
0,25,10.791
0,25,10.721
5.475203,25.5,12.931
23.66348,26,36.426
6.878538,25.5,24.75
0.447792,25.5,18.791
1.115098,25.5,17.32
0,25.5,13.321
10.7225,25.5,13.635
1.936194,26.5,13.001
0,26,12.502
0,26,12.015
0,26.5,11.531
0,26.5,10.932
0,25,10.162
0,25,9.825
0,25.5,8.398
0,25,8.309
0,25,8.226
0,25,8.807
0,25,8.142
0,25,7.981
0,25,7.944
0,25,7.917
1.234178,24.5,7.867
0.037932,24.5,7.765
1.182676,24.5,7.662
0,25,7.558
0,25,7.345
0,25,7.396
0,25,7.557
0,25,6.88
0,25,6.927
1.12171,25,6.412
0,25,6.537
0.224342,25,6.536
0,24.5,6.217
0,24.5,6.496
0,24.5,6.753
0,24.5,5.935
0,24.5,5.396
0,24.5,5.44
0,24.5,5.349
0,24.5,6.23
0,24.5,5.744
0,19.5,5.743
0,24.5,5.119
0,20,5.023
0,19.5,4.925
0,19.5,5.166
0,19.5,5.023
0,19.5,4.972
0,19.5,5.023
0,19.5,5.023
0.124307,25,5.58
0.104418,25,5.697
0,25,5.692
0,25,5.933
0,24.5,6.049
0,24.5,5.29
0,24.5,4.377
0,24.5,5.575
0,25,5.61
0,24.5,5.077
0,24.5,5.209
0,24.5,5.274
0,24.5,5.143
0,24.5,4.48
0,24.5,4.392
0,24.5,4.446
0,25.5,4.317
0,25.5,3.416
0,25.5,3.881
0,25.5,3.977
0,25.5,4.073
0,25.5,3.977
0,24.5,3.929
0,24.5,3.825
0,24.5,3.271
0,24.5,3.494
0,24.5,3.13
0,25,3.224
0,25,2.892
0,24.5,2.957
0,24.5,2.94
0.112171,25,2.989
0,24.5,2.825
0,24.5,2.757
0,24.5,2.688
0,24.5,2.652
0,24.5,2.723
0,24.5,2.79
0,24.5,2.757
0,24.5,4.071
16.5067,24.5,6.009
0,24.5,3.587
0,24.5,3.981
3.023198,24.5,6.14
1.228402,24.5,5.88
0.224342,25,3.622
0.897368,25,3.826
0,25,2.769
0,26,2.743
0,26,2.82
0,26.5,2.743
0,26.5,2.637
0,26.7,2.563
0,25.45,2.272
0,26.55,2.246
0,27.6,2.297
0,27.35,2.219
0,27.15,2.166
0,26.85,2.138
0,27.6,2.137
0,27.6,2.11
0,27.6,1.766
0,28.05,1.812
0,27.4,1.544
0,26.8,1.454
0,27.25,1.49
0,28.2,1.313
0,27.35,1.435
0,27.8,1.454
0,27.4,1.313
0,26.8,1.376
0,27.45,1.355
0,27.35,1.416
0,27.6,1.334
0,27.95,1.375
0,28.2,1.335
0,28.3,1.27
0,28.55,1.248
0,28.3,1.203
0,28.55,1.247
0,28.4,1.156
0,28.15,1.203
0,28.1,0.418
2.336777,26.5,3.051
4.924522,26.5,2.518
5.186242,26.5,11.21
13.9618,26.5,12.489
14.94045,26.5,9.857
8.020316,26.5,8.41
12.44367,26.5,46.293
11.69538,26.5,31.689
13.08292,26.5,23.229
7.506314,26.5,13.546
2.814357,26.5,19.234
26.27508,26.5,54.352
11.4403,26.5,20.447
3.883586,26,18.436
3.196338,26,10.017
3.153803,26,5.72
0.226651,26,5.463
1.346052,26,4.699
0,26,4.246
0,26,3.916
2.934135,26,5.251
5.951783,26,5.127
3.317188,26,5.999
10.45872,26,14.29
14.61867,26,23.853
16.51002,26,12.539
12.28182,26,33.01
13.36736,26,24.58
1.270761,26,16.63
5.296238,26,12.518
7.715307,27,14.267
4.045266,27,20.2
6.621809,27,18.533
11.66104,27,49.163
17.06063,27,46.353
1.333625,27,22.632
0.430033,27,21.383
0,27,13.481
2.852374,27,10.071
1.817592,27,14.779
0.558187,27,11.981
3.882249,27,10.546
1.576901,27,52.74
14.43427,27,65.076
21.60618,27,51.798
0,27,28.208
1.050863,27,20.836
0.306502,27,22.409
0.725408,27,18.297
8.790667,27,42.736
11.56104,27,30.744
71.65027,27,27.402
13.58343,27,73.391
24.48417,27,42.346
2.744255,27,32.978
2.570367,27,24.09
1.298685,27,22.345
0.53166,27,19.414
0.174755,27,20.465
0.418792,27,21.674
11.06021,27,104.5847
48.12824,25,117.6593
24.21621,26,104.5363
23.43892,26,111.0637
21.79348,26,130.7548
18.58521,26,76.13194
19.34659,27,92.66161
0.777517,27,116.9575
1.265684,27,98.4764
0.228922,26,42.30477
18.05702,27,116.732
26.17049,26,104.2107
36.90448,27,108.1643
44.03125,26,105.5043
43.48263,26,124.7114
54.77692,26,132.5837
35.97456,26,82.324
21.11045,26,91.14468
3.055953,26,60.06848
5.558282,26,63.48111
19.57271,27,83.41905
35.23179,27,107.83
21.39191,26,91.08629
24.04488,26,70.46407
31.70914,26,107.3541
50.71269,26,126.8388
22.05658,27,86.65781
25.10891,27,78.98884
0.057697,27,126.5726
3.825055,27,98.8185
15.6872,27,71.0644
9.024596,26,23.6423
8.200576,26.5,49.6888
3.820071,26.5,112.0999
5.853468,26,56.79271
1.781732,27,125.0414
0.982629,26.5,99.9823
4.250428,26,126.1623
2.541465,26.5,51.60805
6.485339,27,49.37902
1.043041,27,48.0317
4.789568,26.5,118.3754
1.627892,26,48.33635
13.82279,26,58.08756
11.63357,25.5,62.88058
3.42539,26.5,126.9147
14.82824,26,108.185
8.775005,26,128.2281
4.719721,25.5,125.7817
0.276136,25.5,17.49725
2.906879,25.5,114.9874
2.758482,26.5,100.2881
9.388567,26.5,91.5068
3.010822,26.5,91.9754
9.437191,26,46.7082
5.334822,26,91.7114
21.85618,26.5,88.8679
3.743964,26.5,80.322
5.5861,26.5,69.7015
11.25644,26.5,69.8247
5.880807,26,72.7364
7.155519,26,75.3456
3.349699,26.5,70.0117
1.146912,26.5,60.467
2.319425,26.5,64.0662
0.974017,26.5,62.8177
1.458463,26.5,58.5442
0.264167,27,69.5871
0.070925,27,70.1679
2.716889,27,94.4262
0.871382,26.5,68.1197
0.971917,26.5,108.1278
0.116597,26,62.28778
2.903354,27,64.9154
4.916433,26.5,80.6487
3.385078,26.5,80.9314
4.769779,26.5,110.1628
7.300471,25.5,55.78179
2.344235,26,65.1915
3.008761,27,52.1004
2.729842,27,85.9936
2.985842,26,82.1304
3.112011,26.5,47.3858
1.483591,26.5,67.6797
0.884652,26.5,51.4624
1.878247,26,47.597
0.045579,26,36.6432
0,26,36.4914
0.242334,25.5,38.6771
2.932765,27.5,106.7495
19.59743,27.5,51.8331
7.199185,27,75.4215
6.601508,27,77.8536
0.589687,27,55.0495
0.287385,26,68.8952
1.168366,26,130.2312
0.219961,26,39.8332
0,25.5,42.1234
0.679646,26,35.7324
0.020601,26.5,35.1659
1.784981,28,64.23821
1.386267,26,39.8079
0.462911,27,30.404
0.963118,26.5,21.3147
0.822501,26.5,59.6607
0.935179,26.5,46.0152
0.02553,26.5,53.1399
0.213357,26.5,67.8502
0,25.5,52.2038
0,26,53.7746
0.173735,26,29.4767
0.073261,26,21.9109
0.245329,26,19.5965
0.031678,26,16.3955
0.027865,26.5,16.3955
0.052898,26.5,16.5264
0.254102,26.5,23.5917
2.684567,26.5,17.996
1.708951,27,16.4395
0.019601,27,15.8422
8.25567,27,16.3977
5.058227,26.5,15.851
5.029358,26.5,15.8279
0,26,14.5651
1.352483,26,15.0997
29.20099,26.5,15.2405
34.32262,26.5,15.6574
11.65557,26.5,14.795
0.03475,26,13.5542
0,27,14.7345
0,27,14.135
0.424743,26.5,13.8369
0.849485,26.5,13.805
0,26,13.5487
0.005178,26,13.9744
0,26,14.5233
0,25.5,13.7852
0,25.5,14.4232
0,26.5,14.9622
0,26.5,14.4364
0.104249,26.5,17.5208
0,26.5,33.4807
1.505059,26,41.7098
0,26.5,68.9128
0.436213,26.5,64.1619
0,26.5,48.7663
0.338333,26.5,47.619
0.200674,26.5,33.0462
1.549116,26,26.0282
0,26,20.9506
0,26,19.0069
0,26,16.3955
0,25.5,15.9203
0.112171,25.5,15.6772
0,26.5,15.6684
0,26.5,14.1306
0.785197,26,15.1789
0,26.5,14.3924
0,22.5,13.662
0,25.5,13.2759
0,26,12.6907
0,25,13.1362
0,24.5,12.4597
0,24.5,11.6017
0.069612,25.5,11.869
1.251369,25.5,11.5632
2.302233,25,11.7931
0,25,11.319
0,25,11.8701
0,25,11.7931
0,25.5,14.2241
0,26,40.0686
0,25.5,27.225
0,25.5,20.6701
0,25.5,19.052
0,25.5,14.6531
0,25.5,14.9985
0,26.5,14.3011
0,26,13.7522
0,26,13.2165
0,26.5,12.6841
0,26.5,12.0252
0,25,11.1782
0,25,10.8075
2.946084,25.5,9.2378
5.476507,25,9.1399
0.069612,25,9.0486
0,25,9.6877
0,25,8.9562
0,25,8.7791
0,25,8.7384
0,25,8.7087
0,24.5,8.6537
0,24.5,8.5415
0,24.5,8.4282
0,25,8.3138
0,25,8.0795
0,25,8.1356
0,25,8.3127
0,25,7.568
0,25,7.6197
0,25,7.0532
0,25,7.1907
0,25,7.1896
0,24.5,6.8387
0,24.5,7.1456
0,24.5,7.4283
0,24.5,6.5285
0,24.5,5.9356
0,24.5,5.984
0,24.5,5.8839
0,24.5,6.853
0,24.5,6.3184
0,19.5,6.3173
0,24.5,5.6309
0,20,5.5253
0,19.5,5.4175
0,19.5,5.6826
0,19.5,5.5253
0,19.5,5.4692
0,19.5,5.5253
0,19.5,5.5253
0,25,6.138
0,25,6.2667
0,25,6.2612
0,25,6.5263
0,24.5,6.6539
0,24.5,5.819
0,24.5,4.8147
0,24.5,6.1325
0,25,6.171
0,24.5,5.5847
0,24.5,5.7299
0,24.5,5.8014
0,24.5,5.6573
0,24.5,4.928
0,24.5,4.8312
0,24.5,4.8906
0,25.5,4.7487
0,25.5,3.7576
0,25.5,4.2691
0,25.5,4.3747
0,25.5,4.4803
0,25.5,4.3747
0,24.5,4.3219
0,24.5,4.2075
0,24.5,3.5981
0,24.5,3.8434
0,24.5,3.443
0,25,3.5464
0,25,3.1812
0,24.5,3.2527
0,24.5,3.234
0,25,3.2879
1.432041,24.5,3.1075
0.418311,24.5,3.0327
0,24.5,2.9568
0,24.5,2.9172
0,24.5,2.9953
0,24.5,3.069
0,24.5,3.0327
0,24.5,4.4781
0,24.5,6.6099
0,24.5,3.9457
0,24.5,4.3791
0.497237,24.5,6.754
0.066579,24.5,6.468
0,25,3.9842
0,25,4.2086
0.166447,25,3.0459
0,26,3.0173
0,26,3.102
0.003187,26.5,3.0173
0,26.5,2.9007
0,26.7,2.8193
0,25.45,2.4992
0,26.55,2.4706
0,27.6,2.5267
0,27.35,2.4409
0,27.15,2.3826
0,26.85,2.3518
0,27.6,2.3507
0,27.6,2.321
0,27.6,1.9426
1.432041,28.05,1.9932
0.448684,27.4,1.6984
0,26.8,1.5994
0,27.25,1.639
0,28.2,1.4443
0,27.35,1.5785
0,27.8,1.5994
0,27.4,1.4443
0,26.8,1.5136
0,27.45,1.4905
0,27.35,1.5576
0.716021,27.6,1.4674
0,27.95,1.5125
0,28.2,1.4685
1.233881,28.3,1.397
0,28.55,1.3728
0,28.3,1.3233
0.575276,28.55,1.3717
0,28.4,1.2716
0,28.15,1.3233
0.897368,28.1,0.4598
1.945588,26.5,3.3561
10.008,26.5,2.7698
0.228209,26.5,12.331
0,26.5,13.7379
0,26.5,10.8427
0,26.5,9.251
0.158531,26.5,50.9223
0,26.5,34.8579
0,26.5,25.5519
0.100117,26.5,14.9006
1.138109,26.5,21.1574
0.016192,26.5,59.7872
0.016192,26.5,22.4917
0.283664,26,20.2796
0,26,11.0187
0,26,6.292
0.120386,26,6.0093
0.06625,26,5.1689
0,26,4.6706
0,26,4.3076
0,26,5.7761
2.572618,26,5.6397
1.275021,26,6.5989
0.679045,26,15.719
0.075088,26,26.2383
0.130301,26,13.7929
3.089406,26,36.311
0,26,27.038
3.792835,26,18.293
13.37217,26,13.7698
3.621116,27,15.6937
0.044351,27,22.22
0.543916,27,20.3863
1.030804,27,54.0793
0.045583,27,50.9883
2.329138,27,24.8952
0.050418,27,23.5213
5.134918,27,14.8291
2.590599,27,11.0781
0.149819,27,16.2569
0.395528,27,13.1791
1.209663,27,11.6006
0.443078,27,58.014
1.939309,27,71.5836
1.465445,27,56.9778
1.023882,27,31.0288
0.649214,27,22.9196
3.612462,27,24.6499
0.682534,27,20.1267
2.721535,27,47.0096
0.650605,27,33.8184
2.060354,27,30.1422
0.169225,27,80.7301
1.152927,27,46.5806
1.773185,27,36.2758
3.869768,27,26.499
2.139109,27,24.5795
1.560734,27,21.3554
3.303636,27,22.5115
2.414531,27,23.8414
38.3839,27,51.89347
16.00664,30.4,72.52334
29.38819,30.4,56.83373
3.56735,30.4,11.9168
9.960817,30.4,72.52334
8.442154,30.4,25.64087
16.04789,30.4,72.52334
18.32804,30.4,33.7058
7.853833,30.4,15.01688
1.657255,30.4,11.9168
1.289687,30.4,2.293389
0,30.4,19.019
0,30.4,16.618
0.356631,30.4,13.324
0.269955,30.4,10.827
0,30.4,9.684
0,30.4,9.084
0,30.4,7.967
0,30.4,7.967
0.079558,30.4,8.152
11.28881,30.4,83.66943
30.7563,30.4,6.486684
4.254748,30.4,6.486684
0.496875,30.4,21.463
1.266669,30.4,2.293389
10.10202,30.4,95.3344
32.53172,30.4,6.486684
8.385809,30.4,25.64087
13.69164,30.4,83.66943
21.76056,30.4,72.52334
11.46005,30.4,51.89347
15.50033,30.4,95.3344
19.48511,30.5,72.52334
22.18577,30.5,61.92151
0.047019,30.5,6.486684
0,30.5,2.293389
5.493103,30.5,54.12394
25.56131,30.5,72.52334
11.84316,30.5,11.9168
10.55976,30.5,61.92151
7.162404,30.5,25.64087
14.48061,30.5,72.52334
10.1905,30.5,33.7058
0.53345,30.5,51.89347
9.079637,30.5,25.64087
17.71984,30.5,120.1351
24.86069,30.5,72.52334
4.67438,30.5,51.89347
6.433844,30.5,29.58161
16.2639,30.5,33.7058
0.956024,30.5,51.89347
27.37544,30.5,18.34711
42.70346,30.5,132.4681
6.479579,30.5,133.2339
1.327608,30.5,72.52334
16.90676,30.5,61.92151
11.09102,30.5,72.52334
18.32809,30.5,51.89347
2.462431,30.5,107.4961
30.20593,30.5,95.3344
19.25212,30.5,82.65344
5.196179,28.4,107.4961
2.448826,28.4,51.89347
9.48044,28.4,95.3344
8.893517,28.4,65.61778
10.25479,28.4,133.2339
24.02262,28.4,103.8223
12.31498,28.4,85.95513
7.498325,28.4,95.3344
6.024266,28.4,83.66943
1.241003,28.4,72.52334
14.89485,28.4,95.3344
30.02842,28.4,61.92151
1.32524,28.4,72.52334
7.989123,28.4,95.3344
23.75432,28.4,83.66943
11.49267,28.4,51.89347
6.321009,28.4,33.7058
1.009378,28.4,25.64087
5.115092,28.4,51.89347
6.725765,28.4,83.66943
7.124552,28.4,120.1351
2.420064,28.4,25.64087
0.233927,28.4,47.10529
0.71944,28.4,33.7058
0.233927,28.4,51.89347
3.328508,28.4,25.64087
5.359168,28.4,51.89347
3.208038,28.4,33.7058
0,28.4,47.10529
14.31268,28.4,72.52334
10.78521,28.4,83.66943
15.29032,30.6,62.45578
27.24497,30.6,87.44268
26.8067,30.6,95.3344
24.87348,30.6,95.01877
34.25941,30.6,107.7617
17.57068,30.6,93.6471
10.5366,30.6,83.66943
11.34312,30.6,42.47416
0.636979,30.6,51.89347
0.490835,30.6,25.64087
0.452903,30.6,25.64087
0.920899,30.6,18.34711
0.524461,30.6,61.92151
14.01447,30.6,120.1351
20.76027,30.6,72.52334
9.793134,30.6,83.66943
16.28169,30.6,51.89347
3.223288,30.6,42.47416
0.169359,30.6,33.7058
3.57642,30.6,25.64087
1.703607,30.6,21.89256
0,30.6,18.34711
2.95669,30.6,11.9168
0.397789,30.6,6.486684
5.330376,30.6,11.9168
5.145944,30.6,72.52334
0.630126,30.6,25.64087
1.5574,30.6,18.34711
0.477347,30.6,6.486684
0,30.6,11.9168
0.55871,29.6,6.486684
0,29.6,4.213225
2.881918,29.6,42.47416
6.080689,29.6,15.01688
0.318231,29.6,2.293389
22.03252,29.6,72.52334
5.472064,29.6,51.89347
6.64922,29.6,18.34711
13.56484,29.6,25.64087
4.478736,29.6,18.34711
0.68079,29.6,11.9168
0,29.6,6.486684
0.846767,29.6,6.486684
1.166731,29.6,2.293389
3.517988,29.6,20.345
7.093569,29.6,21.463
8.626624,29.6,25.64087
4.014215,29.6,11.9168
7.854392,29.6,61.92151
1.738313,29.6,15.01688
6.549992,29.6,72.52334
0,29.6,18.34711
0,29.6,19.592
4.944727,29.6,120.1351
34.61971,29.6,51.89347
10.69806,29.6,133.2339
24.89067,29.6,51.89347
0.402253,29.6,25.64087
41.10695,29.6,11.9168
5.444002,29.6,42.47416
1.652765,29.6,25.64087
7.407081,27.9,11.9168
0,27.9,0.810836
0,27.9,0.810836
0,27.9,0.810836
0,27.9,0.810836
0,27.9,20.464
0,27.9,20.11
0,27.9,20.313
0,27.9,13.108
0,27.9,13.748
0,27.9,13.596
0,27.9,11.9168
10.55616,27.9,18.054
0,27.9,11.926
0.7401,27.9,10.821
1.289221,27.9,10.821
0.069612,27.9,10.454
0,27.9,9.507
0,27.9,10.413
1.032094,27.9,10.978
0,27.9,10.761
0,27.9,9.292
0,27.9,8.331
0,27.9,8.331
0,27.9,7.451
0,27.9,7.009
0,27.9,6.509
0,27.9,6.718
1.860702,27.9,6.718
0,27.9,6.718
0.662964,29.6,6.282
0,29.6,6.163
0,29.6,6.679
3.585035,29.6,6.976
0.405938,29.6,7.535
0.000908,29.6,7.125
0,29.6,6.501
0,29.6,6.817
0,29.6,7.412
0,29.6,7.499
0.243643,29.6,7.583
0,29.6,7.667
3.355693,29.6,7.913
2.938951,29.6,8.842
1.652765,29.6,6.38
